Date,Open,High,Low,Close,Adj Close,Volume
,GOOG,GOOG,GOOG,GOOG,,GOOG
2023-11-08,131.46038641793334,132.63235901096158,131.26174879344643,132.35426330566406,132.35426330566406,15093600
2023-11-09,132.45360017869294,133.0495282543986,130.6161679078342,130.79495239257812,130.79495239257812,17976500
2023-11-10,130.63600110771296,133.35738302789937,129.98048343163444,133.1488037109375,133.1488037109375,20872900
2023-11-13,132.45357851251777,133.19848090776173,131.8675922654779,132.73167419433594,132.73167419433594,16409900
2023-11-14,134.7280121486915,136.30721680296887,134.18176249600617,134.50950622558594,134.50950622558594,22317300
2023-11-15,135.711291353787,135.90992897259557,134.41019752225017,135.45306396484375,135.45306396484375,15840900
2023-11-16,136.0291146033218,137.936062895952,135.1550909527121,137.7572784423828,137.7572784423828,17615100
2023-11-17,136.88327048018704,137.06203977937489,134.55916350519928,136.00924682617188,136.00924682617188,25565300
2023-11-20,134.57903968756656,137.4841622099929,134.56911311094566,136.9825897216797,136.9825897216797,19569400
2023-11-21,137.00247019444495,138.0204975488539,136.76906680496015,137.67784118652344,137.67784118652344,17648100
2023-11-22,138.15458364957178,140.14099022883187,138.05525725857697,139.06832885742188,139.06832885742188,17306400
2023-11-24,138.59158384910427,138.72766131128793,136.53566086855264,137.2805633544922,137.2805633544922,8828600
2023-11-27,136.63496107971136,138.68095709088703,136.6051510433126,137.1116943359375,137.1116943359375,17886400
2023-11-28,136.6945795859927,137.71757780669284,136.108578101595,137.67784118652344,137.67784118652344,17046900
2023-11-29,138.04035268879304,138.72069448225272,135.36863355280897,135.47291564941406,135.47291564941406,21014700
2023-11-30,135.4729052231266,136.02911172406394,131.88744120241162,133.009765625,133.009765625,29913500
2023-12-01,132.4138641357422,132.59263344572554,131.2537883158629,132.4138641357422,132.4138641357422,24268000
2023-12-04,130.40164545419833,130.5565758395042,128.52050596417803,129.74215698242188,129.74215698242188,24117100
2023-12-05,129.48391362332904,132.63236636910744,128.84826409665897,131.4901885986328,131.4901885986328,19235100
2023-12-06,131.9966919650887,132.40390889193193,130.41750260107986,130.53668212890625,130.53668212890625,16360600
2023-12-07,135.67158555558592,139.04847093043568,135.30409000552925,137.50900268554688,137.50900268554688,38419400
2023-12-08,134.7379535322421,137.05211887182605,134.6485688789512,135.71128845214844,135.71128845214844,23016100
2023-12-11,132.91047624262595,133.87386952532327,131.98678926961836,133.78448486328125,133.78448486328125,24502900
2023-12-12,132.36419386230722,133.62555100659748,131.92718203228492,132.73167419433594,132.73167419433594,26584000
2023-12-13,133.6305371126579,133.86394049599028,132.04637662569377,133.0594482421875,133.0594482421875,25414500
2023-12-14,133.85401420402098,134.1172124747159,130.1692232592123,132.294677734375,132.294677734375,29619100
2023-12-15,132.01655282789972,133.9135743659218,131.7285306001998,132.9302978515625,132.9302978515625,58594000
2023-12-18,132.950184536949,137.43946736521315,132.8607998837617,136.25755310058594,136.25755310058594,25699800
2023-12-19,137.06205056459726,137.82682132203928,136.51578573785298,137.161376953125,137.161376953125,20661000
2023-12-20,139.37619868080097,142.105522005112,138.46245360912863,138.71075439453125,138.71075439453125,33507300
2023-12-21,139.81324440416722,141.06467521034375,139.5182659093271,140.83624267578125,140.83624267578125,18101500
2023-12-22,141.16398320036313,142.27636599411244,141.08948083232403,141.74996948242188,141.74996948242188,18513500
2023-12-26,142.0082052111716,142.96665792446996,141.53147186515343,141.84930419921875,141.84930419921875,11170100
2023-12-27,141.85922010559463,142.34589514736865,140.09230463692492,140.47866821289062,140.47866821289062,17288400
2023-12-28,140.88588102744305,141.303024555929,139.87082419725482,140.3197479248047,140.3197479248047,12192500
2023-12-29,139.7238366196853,140.47370998040037,138.9491392378536,139.97213745117188,139.97213745117188,14881000
2024-01-02,138.65120207734117,139.65930293213748,136.8038431288136,138.61146545410156,138.61146545410156,20071900
2024-01-03,137.65795856432104,140.13102463513462,137.48910069736715,139.40599060058594,139.40599060058594,18974300
2024-01-04,138.89948681660132,139.67913988502855,137.07198123661422,137.10177612304688,137.10177612304688,18253300
2024-01-05,137.4116744725351,137.86655420990613,135.9198841360995,136.45620727539062,136.45620727539062,15439500
2024-01-08,137.06205646305762,139.6841125891912,136.94287691575875,139.57485961914062,139.57485961914062,17645300
2024-01-09,139.10802614303216,141.82940813945595,138.83985705801905,141.59103393554688,141.59103393554688,19579700
2024-01-10,141.5513328753932,143.5426951064754,141.49174310459878,142.8226318359375,142.8226318359375,16641900
2024-01-11,143.9101920305069,145.6631951956154,141.2483993866276,142.69351196289062,142.69351196289062,17471100
2024-01-12,143.35895478755444,143.75624518425926,142.38561983701592,143.2596435546875,143.2596435546875,13998700
2024-01-16,142.45514726369032,144.8487709416046,142.08369624783842,143.10073852539062,143.10073852539062,19198900
2024-01-17,141.93867629128815,142.43527790298106,139.55497946211506,141.91880798339844,141.91880798339844,17884500
2024-01-18,142.4650790244781,144.5955042753339,142.3756943676789,144.00454711914062,144.00454711914062,18876800
2024-01-19,145.3105873548029,147.03379551838088,144.8090300426916,146.9642791748047,146.9642791748047,27181000
2024-01-22,147.69925791016107,148.99538084129608,146.57693341892895,146.7060546875,146.7060546875,21829200
2024-01-23,146.71599739955627,147.84824859171044,146.1896008460597,147.66946411132812,147.66946411132812,14113600
2024-01-24,149.26852007062226,150.53983426098853,148.82158160830878,149.328125,149.328125,19245000
2024-01-25,150.70866876146974,153.70813170761585,150.19219882067753,152.5957489013672,152.5957489013672,21495100
2024-01-26,151.83099045923157,153.06256806252554,151.76147410574225,152.74473571777344,152.74473571777344,19494500
2024-01-29,152.59574156874,154.14513616158507,151.88063404049177,153.78758239746094,153.78758239746094,20909300
2024-01-30,152.96323229065618,153.98623046062033,151.73662562889228,152.009765625,152.009765625,26578900
2024-01-31,144.40183918189544,144.6004768273881,140.5879418301452,140.83624267578125,140.83624267578125,43908600
2024-02-01,142.71338627149655,143.63705807686486,141.29309765523837,141.74005126953125,141.74005126953125,25526900
2024-02-02,139.9324094608562,142.90209272277824,137.23089532785647,142.56439208984375,142.56439208984375,42136100
2024-02-05,143.06099596259807,145.67312547842107,142.93188983968503,143.9449462890625,143.9449462890625,29254400
2024-02-06,144.96795672694674,145.74265406925264,143.53774158574228,144.42169189453125,144.42169189453125,21517700
2024-02-07,145.12686824276548,146.00089203792436,144.2230647146775,145.6830596923828,145.6830596923828,21436100
2024-02-08,145.97110527730558,146.60675484870004,145.4248403749163,146.2194061279297,146.2194061279297,18241300
2024-02-09,146.9444143010264,149.67076746269106,146.42794437992504,149.19898986816406,149.19898986816406,21877700
2024-02-12,148.52362376640664,149.56649032528404,147.55028871715868,147.71913146972656,147.71913146972656,17236100
2024-02-13,145.07720374159587,147.03380017093897,144.12372196821664,145.37515258789062,145.37515258789062,18138500
2024-02-14,146.36837087850864,146.82525108162173,144.56570439760185,146.1399383544922,146.1399383544922,16651800
2024-02-15,143.47813982528345,143.77608865890562,140.9156737705867,142.961669921875,142.961669921875,26724300
2024-02-16,143.2298382026285,143.4979921513447,140.5581192059589,140.79647827148438,140.79647827148438,21865100
2024-02-20,139.9820594319501,142.35481420467525,139.84301159214073,141.23348999023438,141.23348999023438,18625600
2024-02-21,141.67050960638667,143.00139831132194,140.94547548430683,142.8623504638672,142.8623504638672,16440800
2024-02-22,145.12685639704245,145.20631447694223,143.03119689930858,144.33230590820312,144.33230590820312,23024700
2024-02-23,143.98468830744434,144.96299419604122,143.80590382697437,144.30250549316406,144.30250549316406,14519400
2024-02-26,142.474997870765,142.86234651762354,137.79701922447967,137.80694580078125,137.80694580078125,33513000
2024-02-27,138.46248388846982,139.5351453345908,137.55866519473634,139.14779663085938,139.14779663085938,22364000
2024-02-28,138.1545733510408,138.33334265540995,135.71128677244712,136.49591064453125,136.49591064453125,30628700
2024-02-29,137.40966750750945,138.998783519723,136.6349702311013,138.82994079589844,138.82994079589844,35485000
2024-03-01,138.66110980787832,139.04845847886628,137.03722790932866,137.14151000976562,137.14151000976562,28551500
2024-03-04,135.6119642682059,135.70136407802622,131.95698360470536,133.28787231445312,133.28787231445312,43571500
2024-03-05,131.83781798327433,133.10911705740648,130.65590357332016,132.87074279785156,132.87074279785156,28447600
2024-03-06,133.32761652521933,133.82421817550758,131.0531724800545,131.65902709960938,131.65902709960938,23175200
2024-03-07,132.97998556001946,134.89687575674708,131.7583497781638,134.32081604003906,134.32081604003906,24107300
2024-03-08,134.1172180790274,138.04036828269224,133.8838146854444,135.36367797851562,135.36367797851562,26495200
2024-03-11,136.13836616172082,139.02857587653116,136.13836616172082,137.9956512451172,137.9956512451172,22536400
2024-03-12,137.31033702668464,139.32653823137912,137.2706155684734,138.6710205078125,138.6710205078125,19019700
2024-03-13,139.10805141246854,141.22357928560828,139.0583882165814,139.813232421875,139.813232421875,19637000
2024-03-14,141.33281987289658,143.7462963997645,140.52335683159683,143.35894775390625,143.35894775390625,36117900
